"λ_H","λ_E","θ","p_H","p_E","tr_chains_d1","tr_chains_d10","tr_chains_d50","tr_chains_d100","norm_d1","norm_d10","norm_d50","norm_d100","log_p_H"
2.0,1.0,0.6666666666666666,0.1,0.5,4.91939832240671,1.3252266990932036,0.01571193715225139,2.3999904000384e-5,0.49193983224067106,0.13252266990932035,0.0015711937152251391,2.3999904000384e-6,2.3025850929940455
2.0,1.0,0.6666666666666666,0.05,0.5,10.358334566661734,5.138925444298223,0.5235899056403774,0.04005383978464086,0.5179167283330867,0.2569462722149111,0.026179495282018874,0.002002691989232043,2.995732273553991
2.0,1.0,0.6666666666666666,0.01,0.5,54.23070307718769,46.23979104083584,26.00993396026416,14.090651637393451,0.5423070307718769,0.4623979104083584,0.2600993396026416,0.1409065163739345,4.605170185988091
2.0,1.0,0.6666666666666666,0.005,0.5,109.28849484602061,101.02895788416846,73.30289278842885,51.8439986240055,0.5464424742301031,0.5051447894208423,0.36651446394214426,0.2592199931200275,5.298317366548036
2.0,1.0,0.6666666666666666,0.001,0.5,549.4476902092391,538.9588941644233,500.2938828244687,459.9682021271915,0.5494476902092391,0.5389588941644233,0.5002938828244687,0.4599682021271915,6.907755278982137
2.0,1.0,0.6666666666666666,0.0005,0.5,1099.2038651845392,1085.747541009836,1053.8018067927728,1008.6362374550501,0.5496019325922696,0.5428737705049179,0.5269009033963864,0.5043181187275251,7.600902459542082
2.0,1.0,0.6666666666666666,0.0001,0.5,5471.657269370922,5485.267292930828,5424.767488930044,5365.215747137011,0.5471657269370922,0.5485267292930829,0.5424767488930045,0.5365215747137011,9.210340371976182
2.0,1.0,0.6666666666666666,5.0e-5,0.5,10954.451782192871,10985.16832732669,10955.350020599917,10941.545217819128,0.5477225891096436,0.5492584163663345,0.5477675010299958,0.5470772608909564,9.903487552536127
2.0,1.0,0.6666666666666666,1.0e-5,0.5,55113.73250706997,55229.426054295785,54898.86814052744,54870.360724557104,0.5511373250706998,0.5522942605429579,0.5489886814052745,0.5487036072455711,11.512925464970229
