"λ_H","λ_E","w_H","wait","wait1","improvement","v"
0.02,0.02,244.17111943101543,4.283689787488186,-8128.819684247514,false,"0.02"
0.12163265306122449,0.02,265.9083481163952,26.020918472867947,-10600.240628534553,false,"0.08081632653061224"
0.223265306122449,0.02,325.4556483944471,85.56821875091987,-6300.438418110575,false,"0.1416326530612245"
0.3248979591836735,0.02,316.06155327369186,76.17412363016462,-4317.231511409981,false,"0.08081632653061224"
0.42653061224489797,0.02,298.90832319554465,59.02089355201741,-3406.498432762359,false,"0.1416326530612245"
0.5281632653061225,0.02,330.24233485886685,90.35490521533961,-2664.057935759316,false,"0.20244897959183675"
0.6297959183673469,0.02,337.60222645290446,97.71479680937722,-2271.6282226506682,false,"0.20244897959183675"
0.7314285714285714,0.02,330.53774270882366,90.65031306529642,-1912.3177713355585,false,"0.26326530612244897"
0.8330612244897959,0.02,341.80939181923867,101.92196217571143,-1605.5009148273339,false,"0.3240816326530612"
0.9346938775510204,0.02,345.7102492336398,105.82281959011254,-1404.8914489517165,false,"0.3240816326530612"
1.036326530612245,0.02,355.59844545759614,115.7110158140689,-1264.2783615982346,false,"0.3240816326530612"
1.1379591836734695,0.02,336.33803803106247,96.45060838753523,-1150.360697109028,false,"0.3240816326530612"
1.2395918367346939,0.02,344.4215370746591,104.53410743113187,-988.96676713609,false,"0.44571428571428573"
1.3412244897959185,0.02,339.0385832994882,99.15115365596097,-889.8384112465767,false,"0.3240816326530612"
1.4428571428571428,0.02,343.9421731307477,104.05474348722043,-769.0772527622603,false,"0.44571428571428573"
1.5444897959183674,0.02,323.99545275877307,84.10802311524583,-786.8708772419966,false,"0.5065306122448979"
1.6461224489795918,0.02,313.82272527398015,73.93529563045291,-689.8036843159156,false,"0.3848979591836735"
1.7477551020408164,0.02,327.04848688621524,87.161057242688,-610.5431275656222,false,"0.3848979591836735"
1.8493877551020408,0.02,308.0235401951195,68.13611055159225,-569.8938957878916,false,"0.6281632653061224"
1.9510204081632654,0.02,299.80929160037175,59.92186195684451,-551.0652372491759,false,"0.5065306122448979"
2.0526530612244898,0.02,309.7524807948745,69.86505115134725,-505.28462227998205,false,"0.44571428571428573"
2.1542857142857144,0.02,314.83932481597935,74.95189517245211,-482.8475420818238,false,"0.3848979591836735"
2.255918367346939,0.02,307.3055075490464,67.41807790551917,-429.94755576335285,false,"0.5065306122448979"
