"λ_H","λ_E","w_H","wait","wait1","improvement","v"
0.42653061224489797,0.1416326530612245,128.65100025797977,11.433487263177696,-2176.054830328446,false,"0.20244897959183675"
0.5281632653061225,0.1416326530612245,138.16766028631284,20.95014729151076,-1918.0995082712996,false,"0.3240816326530612"
0.6297959183673469,0.1416326530612245,152.70602002124267,35.48850702644059,-1794.1836103871258,false,"0.20244897959183675"
0.7314285714285714,0.1416326530612245,161.80623460186882,44.588721607066745,-1573.5630551822173,false,"0.3240816326530612"
0.8330612244897959,0.1416326530612245,179.28726972804733,62.069756733245256,-1424.7646910652927,false,"0.3848979591836735"
0.9346938775510204,0.1416326530612245,225.32537617864244,108.10786318384037,-1223.737531409412,false,"0.44571428571428573"
1.036326530612245,0.1416326530612245,206.6731695776292,89.45565658282713,-1167.375619729019,false,"0.5065306122448979"
1.1379591836734695,0.1416326530612245,206.79344909611564,89.57593610131356,-983.6089552219282,false,"0.5065306122448979"
1.2395918367346939,0.1416326530612245,225.45448742318266,108.23697442838058,-952.1390257148614,false,"0.6281632653061224"
1.3412244897959185,0.1416326530612245,213.67634605850827,96.4588330637062,-873.5020874980748,false,"0.6281632653061224"
1.4428571428571428,0.1416326530612245,202.73567765876103,85.51816466395896,-841.3126831949178,false,"0.6889795918367347"
1.5444897959183674,0.1416326530612245,221.68608013964777,104.4685671448457,-732.1183071963269,false,"0.6889795918367347"
1.6461224489795918,0.1416326530612245,253.38079483616093,136.16328184135887,-657.4225803176207,false,"0.6889795918367347"
1.7477551020408164,0.1416326530612245,244.9742147110259,127.75670171622382,-630.4042747152495,false,"0.8106122448979591"
1.8493877551020408,0.1416326530612245,255.6385782601442,138.42106526534212,-542.0820068670938,false,"0.8714285714285714"
1.9510204081632654,0.1416326530612245,240.80313102974574,123.58561803494366,-510.155464611496,false,"0.9322448979591836"
2.0526530612244898,0.1416326530612245,249.59705915735043,132.37954616254837,-499.52988779701553,false,"0.9322448979591836"
2.1542857142857144,0.1416326530612245,263.94710231849285,146.7295893236908,-449.16828813010204,false,"1.0538775510204081"
2.255918367346939,0.1416326530612245,255.55627567200494,138.33876267720285,-416.8937672889184,false,"1.1146938775510205"
2.357551020408163,0.1416326530612245,255.36000528064972,138.14249228584765,-414.83647291477575,false,"0.993061224489796"
2.4591836734693877,0.1416326530612245,245.91898225960344,128.70146926480135,-399.06705983808035,false,"1.0538775510204081"
2.5608163265306123,0.1416326530612245,245.67930278599255,128.46178979119048,-351.9500611522065,false,"1.1146938775510205"
2.662448979591837,0.1416326530612245,239.22636005221224,122.00884705741016,-369.64298505046395,false,"1.2971428571428572"
2.764081632653061,0.1416326530612245,243.93942704852563,126.72191405372355,-310.26911398869197,false,"1.2363265306122448"
2.8657142857142857,0.1416326530612245,237.9793093848935,120.76179639009142,-292.279055863225,false,"1.2971428571428572"
2.9673469387755103,0.1416326530612245,227.13807481122774,109.92056181642566,-303.2433407105966,false,"1.2971428571428572"
3.068979591836735,0.1416326530612245,234.7182021965013,117.50068920169922,-297.55310792554627,false,"1.4187755102040815"
3.170612244897959,0.1416326530612245,226.13589913418065,108.91838613937857,-284.3501690544039,false,"1.4187755102040815"
3.2722448979591836,0.1416326530612245,226.55537383785378,109.3378608430517,-262.4092498673603,false,"1.4187755102040815"
3.373877551020408,0.1416326530612245,221.47371734396947,104.25620434916739,-264.2393770456639,false,"1.4795918367346939"
3.475510204081633,0.1416326530612245,231.3077760231976,114.09026302839551,-221.65245151232963,false,"1.4187755102040815"
3.577142857142857,0.1416326530612245,215.8216363891398,98.60412339433772,-229.28128091039403,false,"1.4795918367346939"
3.6787755102040816,0.1416326530612245,218.95143887834377,101.73392588354169,-220.55340713620723,false,"1.4795918367346939"
3.780408163265306,0.1416326530612245,205.64042825492757,88.42291526012549,-217.6156590747702,false,"1.6012244897959185"
3.8820408163265308,0.1416326530612245,220.14164654345598,102.9241335486539,-194.908369618726,false,"1.6012244897959185"
3.983673469387755,0.1416326530612245,215.8443420338662,98.62682903906413,-181.66840286817296,false,"1.6620408163265306"
4.08530612244898,0.1416326530612245,217.78767423923756,100.57016124443548,-187.70550664806382,false,"1.5404081632653062"
4.186938775510204,0.1416326530612245,215.53306596782124,98.31555297301917,-168.0214397011531,false,"1.6012244897959185"
4.288571428571428,0.1416326530612245,210.86275376397256,93.64524076917048,-161.6546216975684,false,"1.6620408163265306"
4.390204081632653,0.1416326530612245,207.50201509582442,90.28450210102234,-175.8495494475654,false,"1.7228571428571429"
4.4918367346938775,0.1416326530612245,198.5125147265509,81.29500173174883,-163.6565876461303,false,"1.6012244897959185"
4.593469387755102,0.1416326530612245,193.72151606374385,76.50400306894177,-160.9230984558296,false,"1.7228571428571429"
4.695102040816327,0.1416326530612245,205.4172239224428,88.19971092764071,-137.33253699210812,false,"1.6012244897959185"
4.796734693877551,0.1416326530612245,192.59874419475977,75.3812311999577,-150.6182100038194,false,"1.7836734693877552"
4.898367346938776,0.1416326530612245,189.26631547920584,72.04880248440377,-148.0868659046859,false,"1.7836734693877552"
5.0,0.1416326530612245,197.12235105957618,79.9048380647741,-122.44054378248703,false,"2.026938775510204"
0.02,0.20244897959183675,90.82406253185007,-26.393450462952003,-402.39864838378367,true,"0.0"
0.12163265306122449,0.20244897959183675,106.74484936738551,-10.472663627416566,-601.955630172342,true,"0.08081632653061224"
0.223265306122449,0.20244897959183675,111.18993843903877,-6.027574555763309,-841.6339046014419,true,"0.1416326530612245"
0.3248979591836735,0.20244897959183675,132.6578364341263,15.440323439324217,-1394.0430158882614,false,"0.20244897959183675"
0.42653061224489797,0.20244897959183675,119.73222156058895,2.5147085657868757,-1520.4824294211232,false,"0.20244897959183675"
0.5281632653061225,0.20244897959183675,127.87026215154962,10.652749156747547,-1537.0305781305738,false,"0.3240816326530612"
0.6297959183673469,0.20244897959183675,142.03386013488426,24.816347140082186,-1467.8007283887466,false,"0.20244897959183675"
0.7314285714285714,0.20244897959183675,140.81878799635265,23.601275001550576,-1323.3007204502685,false,"0.3240816326530612"
0.8330612244897959,0.20244897959183675,143.90969508433543,26.692182089533347,-1245.609519277936,false,"0.3848979591836735"
0.9346938775510204,0.20244897959183675,171.25555263126813,54.03803963646605,-1135.9737827088309,false,"0.44571428571428573"
1.036326530612245,0.20244897959183675,214.6380573847831,97.42054438998103,-1013.8060041398786,false,"0.5065306122448979"
1.1379591836734695,0.20244897959183675,204.32198636391183,87.10447336910975,-939.4864873771515,false,"0.5065306122448979"
1.2395918367346939,0.20244897959183675,201.70305123804326,84.48553824324118,-863.9654722646395,false,"0.6281632653061224"
1.3412244897959185,0.20244897959183675,215.48219972819794,98.26468673339586,-764.6506406231842,false,"0.6281632653061224"
1.4428571428571428,0.20244897959183675,199.63235758328247,82.41484458848039,-776.432582777207,false,"0.6889795918367347"
1.5444897959183674,0.20244897959183675,223.348459781952,106.13094678714991,-668.0944450856991,false,"0.6889795918367347"
1.6461224489795918,0.20244897959183675,214.78532141053816,97.56780841573608,-651.5429204144774,false,"0.6889795918367347"
1.7477551020408164,0.20244897959183675,221.30602601502474,104.08851302022266,-602.4186083722293,false,"0.8106122448979591"
1.8493877551020408,0.20244897959183675,239.90927909025478,122.6917660954527,-556.0458061014461,false,"0.8714285714285714"
1.9510204081632654,0.20244897959183675,224.8062517731496,107.58873877834752,-530.7823245118174,false,"0.9322448979591836"
2.0526530612244898,0.20244897959183675,235.77762904732487,118.56011605252279,-484.45233822208064,false,"0.9322448979591836"
2.1542857142857144,0.20244897959183675,234.29253298680533,117.07501999200325,-452.1191622820369,false,"1.0538775510204081"
2.255918367346939,0.20244897959183675,230.00958824192506,112.79207524712298,-417.3063361210959,false,"1.1146938775510205"
2.357551020408163,0.20244897959183675,238.54018324593338,121.3226702511313,-395.58649849134406,false,"0.993061224489796"
2.4591836734693877,0.20244897959183675,228.28326132673766,111.06574833193558,-391.61343061889073,false,"1.0538775510204081"
2.5608163265306123,0.20244897959183675,227.75126079783567,110.53374780303359,-355.30108409143213,false,"1.1146938775510205"
2.662448979591837,0.20244897959183675,235.2323797996682,118.01486680486612,-339.0660933605083,false,"1.2971428571428572"
2.764081632653061,0.20244897959183675,218.6476482926673,101.43013529786522,-336.9325177507793,false,"1.2363265306122448"
2.8657142857142857,0.20244897959183675,230.38819948738904,113.17068649258697,-334.56121456553404,false,"1.2971428571428572"
2.9673469387755103,0.20244897959183675,240.95095295215253,123.73343995735046,-276.5319740971104,false,"1.2971428571428572"
3.068979591836735,0.20244897959183675,227.38465251876977,110.16713952396769,-269.6022635805969,false,"1.4187755102040815"
3.170612244897959,0.20244897959183675,231.68202673911853,114.46451374431645,-249.64052148155204,false,"1.4187755102040815"
3.2722448979591836,0.20244897959183675,224.24968676902984,107.03217377422776,-238.2184730295429,false,"1.4187755102040815"
3.373877551020408,0.20244897959183675,213.6721384607784,96.45462546597632,-223.9910928835094,false,"1.4795918367346939"
3.475510204081633,0.20244897959183675,225.27878588646624,108.06127289166416,-218.63108175778567,false,"1.4187755102040815"
3.577142857142857,0.20244897959183675,210.4941543981659,93.27664140336383,-234.95862295734554,false,"1.4795918367346939"
3.6787755102040816,0.20244897959183675,211.02381694098943,93.80630394618736,-197.49267438769812,false,"1.4795918367346939"
3.780408163265306,0.20244897959183675,219.60971417443946,102.39220117963738,-185.0192224176263,false,"1.6012244897959185"
3.8820408163265308,0.20244897959183675,210.79568841303876,93.57817541823668,-207.0371111766196,false,"1.6012244897959185"
3.983673469387755,0.20244897959183675,213.6664187723764,96.44890577757432,-181.60185916235133,false,"1.6620408163265306"
4.08530612244898,0.20244897959183675,210.6016795464974,93.38416655169532,-182.30448099857608,false,"1.5404081632653062"
4.186938775510204,0.20244897959183675,203.261292272515,86.04377927771291,-172.6437132433134,false,"1.6012244897959185"
4.288571428571428,0.20244897959183675,208.6616028899083,91.44408989510622,-155.27154470381907,false,"1.6620408163265306"
4.390204081632653,0.20244897959183675,193.7650988370364,76.54758584223431,-169.65167651306925,false,"1.7228571428571429"
4.4918367346938775,0.20244897959183675,204.07651432180768,86.8590013270056,-149.67748248928154,false,"1.6012244897959185"
4.593469387755102,0.20244897959183675,199.80131998572435,82.58380699092227,-149.6209228463059,false,"1.7228571428571429"
4.695102040816327,0.20244897959183675,191.88244146188725,74.66492846708518,-150.00548910004426,false,"1.6012244897959185"
4.796734693877551,0.20244897959183675,190.58600190398423,73.36848890918215,-146.82298957090305,false,"1.7836734693877552"
4.898367346938776,0.20244897959183675,192.20656350289443,74.98905050809235,-137.05801430901056,false,"1.7836734693877552"
5.0,0.20244897959183675,185.6398773823804,68.42236438757833,-128.84616819938685,false,"2.026938775510204"
0.02,0.26326530612244897,88.3544621367139,-28.863050858088172,-284.5563735290198,true,"0.0"
0.12163265306122449,0.26326530612244897,91.47750652286389,-25.740006471938187,-361.3808803237398,true,"0.08081632653061224"
0.223265306122449,0.26326530612244897,99.74973640840626,-17.467776586395814,-477.0406808798887,true,"0.1416326530612245"
0.3248979591836735,0.26326530612244897,94.84544444699019,-22.372068547811892,-940.1597996865122,true,"0.20244897959183675"
0.42653061224489797,0.26326530612244897,99.81408295051074,-17.40343004429134,-1041.18100226899,true,"0.20244897959183675"
0.5281632653061225,0.26326530612244897,113.10968134113874,-4.1078316536633395,-1170.0422510852732,true,"0.3240816326530612"
0.6297959183673469,0.26326530612244897,108.22057352866514,-8.996939466136936,-1141.7295954640097,true,"0.20244897959183675"
0.7314285714285714,0.26326530612244897,135.6242321553227,18.40671916052061,-1189.973653690339,false,"0.3240816326530612"
0.8330612244897959,0.26326530612244897,129.8154218606479,12.59790886584581,-1125.0919047726377,false,"0.3848979591836735"
0.9346938775510204,0.26326530612244897,152.15484692199072,34.93733392718865,-997.3883750905128,false,"0.44571428571428573"
1.036326530612245,0.26326530612244897,157.64544052092546,40.42792752612338,-927.7596254952049,false,"0.5065306122448979"
1.1379591836734695,0.26326530612244897,171.11573850795682,53.89822551315474,-852.6492748554202,false,"0.5065306122448979"
1.2395918367346939,0.26326530612244897,178.92211804908072,61.704605054278645,-795.4786649370333,false,"0.6281632653061224"
1.3412244897959185,0.26326530612244897,203.03608682050196,85.81857382569989,-759.8143907608329,false,"0.6281632653061224"
1.4428571428571428,0.26326530612244897,208.58271895919995,91.36520596439787,-678.1242220267823,false,"0.6889795918367347"
1.5444897959183674,0.26326530612244897,216.30593511713076,99.08842212232868,-619.8486516739457,false,"0.6889795918367347"
1.6461224489795918,0.26326530612244897,231.26776128974598,114.0502482949439,-595.7445034795263,false,"0.6889795918367347"
1.7477551020408164,0.26326530612244897,216.30728873037822,99.08977573557614,-548.3919506770816,false,"0.8106122448979591"
1.8493877551020408,0.26326530612244897,227.23990478296577,110.02239178816369,-526.4084747528827,false,"0.8714285714285714"
1.9510204081632654,0.26326530612244897,209.00150036804078,91.7839873732387,-501.13694634532396,false,"0.9322448979591836"
2.0526530612244898,0.26326530612244897,225.81258177301348,108.5950687782114,-465.8270081655188,false,"0.9322448979591836"
2.1542857142857144,0.26326530612244897,237.18407564510431,119.96656265030224,-413.9632107984086,false,"1.0538775510204081"
2.255918367346939,0.26326530612244897,228.39962673574155,111.18211374093947,-413.8667162295151,false,"1.1146938775510205"
2.357551020408163,0.26326530612244897,212.76265083560543,95.54513784080335,-395.78024779441637,false,"0.993061224489796"
2.4591836734693877,0.26326530612244897,212.5901120377809,95.37259904297882,-365.6681116437008,false,"1.0538775510204081"
2.5608163265306123,0.26326530612244897,241.145302539232,123.92778954442993,-325.20811146653955,false,"1.1146938775510205"
2.662448979591837,0.26326530612244897,232.76616468090128,115.5486516860992,-302.31404208354957,false,"1.2971428571428572"
2.764081632653061,0.26326530612244897,225.65829447878184,108.44078148397976,-312.87969847524744,false,"1.2363265306122448"
2.8657142857142857,0.26326530612244897,209.85273296446388,92.6352199696618,-309.70179816426133,false,"1.2971428571428572"
2.9673469387755103,0.26326530612244897,224.4110956440469,107.19358264924482,-283.00032768208354,false,"1.2971428571428572"
3.068979591836735,0.26326530612244897,217.51212044021793,100.29460744541585,-264.34278755003726,false,"1.4187755102040815"
3.170612244897959,0.26326530612244897,213.1116549269899,95.89414193218782,-256.5468977178637,false,"1.4187755102040815"
3.2722448979591836,0.26326530612244897,215.71370305417528,98.4961900593732,-241.46821400063183,false,"1.4187755102040815"
3.373877551020408,0.26326530612244897,208.90354197999784,91.68602898519576,-260.57834830284384,false,"1.4795918367346939"
3.475510204081633,0.26326530612244897,208.70397668565954,91.48646369085746,-228.15202196009648,false,"1.4187755102040815"
3.577142857142857,0.26326530612244897,213.32937486678242,96.11186187198034,-201.18459590273727,false,"1.4795918367346939"
3.6787755102040816,0.26326530612244897,209.84979121846857,92.63227822366649,-215.9038039372781,false,"1.4795918367346939"
3.780408163265306,0.26326530612244897,215.4963970695875,98.27888407478541,-196.1334273556414,false,"1.6012244897959185"
3.8820408163265308,0.26326530612244897,198.03678562017214,80.81927262537006,-187.2049624918541,false,"1.6012244897959185"
3.983673469387755,0.26326530612244897,199.11318028071324,81.89566728591116,-182.26654242037037,false,"1.6620408163265306"
4.08530612244898,0.26326530612244897,203.3891090806634,86.17159608586131,-166.36271244070292,false,"1.5404081632653062"
4.186938775510204,0.26326530612244897,201.80452213197182,84.58700913716974,-166.90994178026003,false,"1.6012244897959185"
4.288571428571428,0.26326530612244897,200.9398077613903,83.72229476658823,-165.43233758433556,false,"1.6620408163265306"
4.390204081632653,0.26326530612244897,192.8731702836054,75.65565728880331,-171.44434183389805,false,"1.7228571428571429"
4.4918367346938775,0.26326530612244897,197.95831351591633,80.74080052111425,-151.75779277214545,false,"1.6012244897959185"
4.593469387755102,0.26326530612244897,200.9908033284059,83.77329033360381,-137.6449561584517,false,"1.7228571428571429"
4.695102040816327,0.26326530612244897,188.97050654403182,71.75299354922974,-145.811581663891,false,"1.6012244897959185"
4.796734693877551,0.26326530612244897,185.55731910868943,68.33980611388735,-139.72827121610632,false,"1.7836734693877552"
4.898367346938776,0.26326530612244897,193.74535702292334,76.52784402812127,-125.64510360808961,false,"1.7836734693877552"
5.0,0.26326530612244897,193.97947487671595,76.76196188191388,-114.11552712248445,false,"2.026938775510204"
0.02,0.3240816326530612,78.24791651966665,-38.96959647513543,-250.86044013767042,true,"0.0"
0.12163265306122449,0.3240816326530612,86.77267811943636,-30.444834875365714,-265.96186564694943,true,"0.08081632653061224"
0.223265306122449,0.3240816326530612,98.13209184127486,-19.08542115352722,-312.7392086330509,true,"0.1416326530612245"
0.3248979591836735,0.3240816326530612,88.56249243986937,-28.655020554932705,-508.282237005036,true,"0.20244897959183675"
0.42653061224489797,0.3240816326530612,94.48439794325468,-22.7331150515474,-837.0723382139572,true,"0.20244897959183675"
